Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,43.20208333333334,53.725,0.25,1011.6315104166666,1073.69921875,739.30078125,2950.8113606770835,3459.2578125,2834.11328125
2,48.01875000000001,53.175,23.75,1329.1580078125,1331.7265625,1297.46484375,1817.7787109375,1894.1484375,1809.9609375
3,48.422500000000014,52.225,37.725,1364.2576171875,1368.5703125,1339.9609375,1667.7947265625,1721.75,1661.1328125
4,48.07261904761906,52.975,9.5,1478.0777529761904,1507.48828125,1369.625,1431.40625,1591.90234375,1338.1328125
5,49.53625000000002,53.2,43.45,1503.1427734375,1503.765625,1497.69921875,1319.45234375,1328.65234375,1315.59375
6,45.04250000000002,51.225,26.725,1504.662890625,1504.8515625,1504.57421875,1291.768359375,1294.82421875,1288.68359375
7,48.596052631578964,53.45,22.975,1505.267269736842,1505.29296875,1505.2265625,1270.174958881579,1271.703125,1268.85546875
8,49.8171052631579,53.9,39.65,1505.2845394736842,1505.3125,1505.24609375,1260.5801809210527,1262.99609375,1257.625
9,48.23645833333335,53.2,24.625,1506.9348958333333,1519.09375,1505.796875,1195.9275716145833,1201.58984375,1180.3203125
10,47.51190476190478,54.2,28.325,1518.6943824404761,1518.72265625,1518.65625,1180.50390625,1189.00390625,1176.3203125
11,47.04761904761906,53.475,27.4,1526.044642857143,1526.8359375,1518.76953125,1138.7107514880952,1155.88671875,1134.17578125
12,36.03970588235295,51.55,17.975,1526.4762178308824,1526.50390625,1526.4375,1025.7204733455883,1050.17578125,964.01171875
13,39.46176470588235,59.1,2.5,1533.7183670343138,1535.69140625,1533.4375,856.7967984068628,929.90234375,805.3046875
