Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.36,0.2214,35.49,"[100, 0, 192, 8]",0.7808,0.36,300
2,0.3333,0.1667,25.83,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,54.97,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,33.45,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3467,0.1945,52.03,"[100, 0, 196, 4]",0.7793,0.3467,300
6,0.3633,0.2279,26.56,"[100, 0, 191, 9]",0.7812,0.3633,300
7,0.6033,0.6038,25.51,"[90, 10, 109, 91]",0.7514,0.6033,300
8,0.6767,0.6857,25.43,"[80, 20, 77, 123]",0.7433,0.6767,300
9,0.7367,0.7278,25.52,"[50, 50, 29, 171]",0.7268,0.7367,300
10,0.8367,0.8241,26.42,"[56, 44, 5, 195]",0.8499,0.8367,300
11,0.8567,0.8465,34.0,"[60, 40, 3, 197]",0.8716,0.8567,300
12,0.87,0.8628,28.36,"[65, 35, 4, 196]",0.8797,0.87,300
13,0.88,0.8747,29.59,"[69, 31, 5, 195]",0.886,0.88,300
14,0.8867,0.8811,42.05,"[69, 31, 3, 197]",0.8955,0.8867,300
15,0.8367,0.8386,55.34,"[81, 19, 30, 170]",0.8429,0.8367,300
16,0.8333,0.8376,28.06,"[91, 9, 41, 159]",0.8608,0.8333,300
17,0.9233,0.9226,26.27,"[85, 15, 8, 192]",0.923,0.9233,300
