Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3133,0.2173,43.57,"[82, 18, 188, 12]",0.3679,0.3133,300
2,0.3133,0.2173,2.02,"[82, 18, 188, 12]",0.3679,0.3133,300
3,0.3133,0.2173,2.01,"[82, 18, 188, 12]",0.3679,0.3133,300
4,0.3133,0.2173,3.93,"[82, 18, 188, 12]",0.3679,0.3133,300
5,0.3133,0.2173,2.01,"[82, 18, 188, 12]",0.3679,0.3133,300
6,0.3133,0.2173,2.01,"[82, 18, 188, 12]",0.3679,0.3133,300
7,0.3133,0.2173,2.01,"[82, 18, 188, 12]",0.3679,0.3133,300
8,0.3133,0.2173,1.01,"[82, 18, 188, 12]",0.3679,0.3133,300
9,0.3133,0.2173,1.01,"[82, 18, 188, 12]",0.3679,0.3133,300
10,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
11,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
12,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
13,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
14,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
15,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
16,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
17,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
18,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
19,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
20,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
21,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
22,0.3133,0.2173,1.01,"[82, 18, 188, 12]",0.3679,0.3133,300
23,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
24,0.3133,0.2173,1.0,"[82, 18, 188, 12]",0.3679,0.3133,300
