Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,31.09,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.3333,0.1667,26.33,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.6667,0.5333,23.95,"[0, 100, 0, 200]",0.4444,0.6667,300
4,0.6667,0.5333,26.34,"[0, 100, 0, 200]",0.4444,0.6667,300
5,0.6667,0.5333,26.28,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.3333,0.1667,24.11,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.6667,0.5333,26.25,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.3333,0.1667,23.93,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,23.15,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.6667,0.5333,26.38,"[0, 100, 0, 200]",0.4444,0.6667,300
11,0.6667,0.5333,25.43,"[0, 100, 0, 200]",0.4444,0.6667,300
12,0.6667,0.5333,27.38,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.3333,0.1667,27.14,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.3333,0.1667,26.34,"[100, 0, 200, 0]",0.1111,0.3333,300
15,0.6667,0.5333,26.06,"[0, 100, 0, 200]",0.4444,0.6667,300
16,0.3333,0.1667,26.54,"[100, 0, 200, 0]",0.1111,0.3333,300
17,0.3333,0.1667,28.12,"[100, 0, 200, 0]",0.1111,0.3333,300
18,0.6667,0.5333,26.64,"[0, 100, 0, 200]",0.4444,0.6667,300
19,0.6667,0.5333,25.43,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.6667,0.5333,26.15,"[0, 100, 0, 200]",0.4444,0.6667,300
21,0.3333,0.1667,25.1,"[100, 0, 200, 0]",0.1111,0.3333,300
22,0.3333,0.1667,26.73,"[100, 0, 200, 0]",0.1111,0.3333,300
23,0.3333,0.1667,25.37,"[100, 0, 200, 0]",0.1111,0.3333,300
24,0.3333,0.1667,26.31,"[100, 0, 200, 0]",0.1111,0.3333,300
25,0.3333,0.1667,26.08,"[100, 0, 200, 0]",0.1111,0.3333,300
