Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,164.39500000000004,194.8,77.9,1032.48671875,1090.8984375,706.5625,2403.4166015625,2979.046875,2293.20703125
2,172.34500000000003,188.7,20.0,1311.84609375,1314.44921875,1310.38671875,1262.7162109375,1298.91015625,1253.140625
3,177.38888888888897,189.8,119.8,1354.925998263889,1365.2734375,1322.96875,1054.6104600694443,1104.39453125,1041.75390625
4,173.8368421052632,196.8,87.9,1467.6245888157894,1495.37109375,1364.7734375,809.6118421052631,1001.765625,737.3515625
5,175.25000000000006,190.8,80.9,1483.7798828125,1484.17578125,1481.75390625,729.6486328125,732.97265625,728.41015625
6,160.23333333333338,192.8,0.0,1479.486793154762,1479.640625,1479.40234375,670.0760788690476,675.1171875,609.375
7,175.05000000000007,192.8,77.9,1478.364453125,1478.39453125,1478.32421875,686.7603515625,691.60546875,683.4453125
8,174.7476190476191,200.8,42.9,1477.8751860119048,1477.8984375,1477.83203125,699.0915178571429,702.45703125,693.421875
9,104.04857142857149,181.7,0.0,1484.0780133928572,1485.8828125,1477.81640625,563.5180803571428,626.3203125,536.7421875
10,104.91666666666671,199.8,0.0,1472.7576264880952,1474.6796875,1472.6796875,565.9049479166666,600.40625,488.30078125
11,157.32608695652178,195.8,37.0,1472.702445652174,1472.72265625,1472.6640625,589.1762907608696,592.71484375,585.1875
12,152.6379310344828,195.6,88.9,1442.7271012931035,1443.03515625,1440.96484375,644.5501077586207,652.19921875,636.32421875
13,117.10000000000005,184.7,5.0,1436.7534839527027,1438.77734375,1436.55859375,726.3108108108108,759.88671875,663.9765625
