Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,40.27661290322582,48.35,17.225,1014.1357106854839,1059.1796875,736.37890625,1723.293472782258,2278.3046875,1630.43359375
2,33.86904761904763,50.675,0.0,1318.8309151785713,1322.45703125,1281.6953125,688.3712797619048,721.40234375,659.3828125
3,41.35500000000002,50.2,22.475,1336.2965625,1344.9375,1320.65625,740.14671875,781.50390625,720.51953125
4,21.85000000000001,48.45,0.0,1384.2246570121952,1388.33984375,1344.78515625,739.234375,874.7265625,680.546875
5,36.921428571428585,48.95,0.25,1470.3383969907406,1484.6015625,1376.4140625,718.3745659722222,843.546875,670.6015625
6,41.71833333333334,48.2,20.725,1486.7760416666667,1488.6875,1486.6484375,745.2803385416667,747.58984375,742.859375
7,42.06666666666667,54.175,5.75,1486.3308423913043,1486.359375,1486.29296875,714.7669836956521,717.2265625,712.73828125
8,43.432142857142864,48.7,1.25,1478.8975074404761,1480.62109375,1478.5703125,674.3558407738095,678.13671875,670.94921875
9,43.30833333333334,49.45,4.25,1479.2457217261904,1481.1484375,1479.109375,619.2274925595239,624.578125,610.4765625
10,42.9904761904762,48.45,9.475,1482.7838541666667,1484.6484375,1482.6484375,640.180431547619,662.7109375,635.60546875
11,44.709782608695654,49.95,25.2,1476.1900475543478,1477.27734375,1469.09375,664.0793138586956,682.68359375,659.34765625
12,43.44000000000001,50.9,13.975,1467.61953125,1467.64453125,1467.58203125,603.9455078125,608.8984375,599.53125
13,43.83928571428573,49.925,5.0,1445.662388392857,1447.55078125,1445.33203125,596.2261904761905,600.4296875,591.4609375
14,43.084523809523816,49.45,21.225,1441.6863839285713,1441.71484375,1441.64453125,614.0094866071429,622.953125,607.81640625
15,43.352380952380955,47.2,6.25,1442.0799851190477,1442.1015625,1442.0390625,569.0472470238095,571.609375,566.42578125
16,43.61704545454546,49.45,0.5,1441.3259943181818,1443.234375,1441.1953125,592.8790838068181,596.40625,587.61328125
17,43.72395833333334,47.95,17.975,1441.23046875,1441.2578125,1441.1875,599.70166015625,605.32421875,595.171875
18,42.34642857142859,48.25,30.225,1441.6583426339287,1443.59375,1441.54296875,600.2424665178571,604.30859375,596.40234375
19,41.54600000000001,48.45,8.0,1448.245625,1450.125,1448.125,599.56453125,602.1328125,597.0859375
20,41.395238095238106,46.45,3.75,1442.8221726190477,1444.7265625,1442.6875,584.4177827380952,586.87109375,580.64453125
21,42.51190476190478,50.45,28.2,1448.2723214285713,1448.328125,1448.171875,573.6720610119048,577.1015625,569.18359375
22,42.917,47.45,26.725,1448.26375,1450.19140625,1448.140625,562.055,567.2734375,557.2578125
23,40.97600000000002,48.425,6.5,1448.2950846354167,1450.2109375,1448.17578125,570.71044921875,575.70703125,566.74609375
24,41.75119047619049,46.7,29.225,1448.2674851190477,1450.16796875,1448.1328125,563.711681547619,566.54296875,561.1640625
25,23.159756097560987,50.2,0.0,1447.9017721036585,1447.94140625,1447.875,533.9602705792682,570.97265625,484.01171875
26,42.79625,47.925,28.475,1456.6904296875,1458.90625,1452.6796875,532.721484375,538.53515625,528.98828125
27,14.35853658536586,48.45,0.0,1412.899199695122,1412.9375,1412.8671875,454.7092701981707,547.26953125,259.41015625
28,27.43295454545455,47.925,0.0,1359.3779296875,1361.41015625,1358.203125,357.83309659090907,453.953125,204.140625
29,40.44396551724139,50.2,23.2,1360.5649245689656,1361.703125,1355.6171875,428.35385237068965,448.04296875,418.625
30,29.569767441860474,51.675,0.0,1292.9017857142858,1294.8203125,1292.77734375,565.5692894345239,619.70703125,341.4921875
31,32.74941860465117,79.8,0.0,1292.5480559593022,1292.6015625,1292.5078125,376.2045784883721,397.26953125,307.5703125
32,26.155952380952392,48.2,0.0,1292.617550872093,1294.5546875,1292.5,536.5387899709302,584.59375,339.859375
33,28.959444444444454,55.15,0.0,1292.6671006944443,1294.70703125,1292.46875,356.71458333333334,390.25,293.8515625
34,29.47848837209303,56.675,0.0,1289.0972020348838,1291.02734375,1289.02734375,447.85555959302326,475.13671875,354.55859375
35,29.66607142857144,50.875,0.0,1289.0091145833333,1290.9296875,1288.9296875,512.8172433035714,581.01171875,425.5859375
36,40.69821428571429,49.2,18.725,1292.7957589285713,1294.73828125,1292.68359375,523.0113002232143,524.62890625,520.41015625
37,34.54791666666668,45.45,13.975,1346.5662977430557,1370.7890625,1292.66796875,421.6062282986111,504.44921875,335.61328125
38,42.890384615384626,48.95,29.7,1321.4487680288462,1321.53125,1321.22265625,480.07827524038464,529.578125,468.33203125
39,43.95113636363638,50.95,29.55,1327.7492897727273,1329.64453125,1327.58203125,418.78799715909093,421.25390625,416.07421875
40,43.15795454545455,47.875,26.475,1327.776455965909,1327.8046875,1327.73046875,542.3117897727273,644.19140625,528.43359375
