Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.5633,0.5748,26.06,"[66, 34, 97, 103]",0.6362,0.5633,300
2,0.5633,0.5748,20.05,"[66, 34, 97, 103]",0.6362,0.5633,300
3,0.5633,0.5748,19.04,"[66, 34, 97, 103]",0.6362,0.5633,300
4,0.5633,0.5748,22.04,"[66, 34, 97, 103]",0.6362,0.5633,300
5,0.5633,0.5748,24.05,"[66, 34, 97, 103]",0.6362,0.5633,300
6,0.5633,0.5748,18.03,"[66, 34, 97, 103]",0.6362,0.5633,300
7,0.5633,0.5748,18.04,"[66, 34, 97, 103]",0.6362,0.5633,300
8,0.5633,0.5748,18.03,"[66, 34, 97, 103]",0.6362,0.5633,300
9,0.5633,0.5748,22.12,"[66, 34, 97, 103]",0.6362,0.5633,300
10,0.5633,0.5748,22.04,"[66, 34, 97, 103]",0.6362,0.5633,300
11,0.5633,0.5748,27.05,"[66, 34, 97, 103]",0.6362,0.5633,300
12,0.5633,0.5748,22.04,"[66, 34, 97, 103]",0.6362,0.5633,300
13,0.5633,0.5748,19.03,"[66, 34, 97, 103]",0.6362,0.5633,300
14,0.5633,0.5748,22.04,"[66, 34, 97, 103]",0.6362,0.5633,300
15,0.5633,0.5748,43.1,"[66, 34, 97, 103]",0.6362,0.5633,300
16,0.5633,0.5748,22.06,"[66, 34, 97, 103]",0.6362,0.5633,300
17,0.5633,0.5748,22.05,"[66, 34, 97, 103]",0.6362,0.5633,300
18,0.5633,0.5748,22.05,"[66, 34, 97, 103]",0.6362,0.5633,300
19,0.5633,0.5748,19.03,"[66, 34, 97, 103]",0.6362,0.5633,300
20,0.5633,0.5748,22.04,"[66, 34, 97, 103]",0.6362,0.5633,300
21,0.5633,0.5748,22.07,"[66, 34, 97, 103]",0.6362,0.5633,300
22,0.5633,0.5748,22.04,"[66, 34, 97, 103]",0.6362,0.5633,300
23,0.5633,0.5748,22.04,"[66, 34, 97, 103]",0.6362,0.5633,300
24,0.5633,0.5748,22.04,"[66, 34, 97, 103]",0.6362,0.5633,300
