Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,42.0482142857143,47.95,24.925,927.1866629464286,983.43359375,649.28515625,3081.164481026786,3612.37890625,2963.296875
2,45.39431818181819,48.775,34.7,1041.0390625,1043.73828125,1006.44140625,2603.682528409091,2667.6875,2592.73828125
3,42.72619047619049,48.425,0.0,1076.155505952381,1080.01171875,1055.5703125,2415.6480654761904,2463.3125,2402.21484375
4,45.09318181818182,50.175,36.225,1221.6784446022727,1229.07421875,1086.79296875,2155.1802201704545,2384.59765625,2101.7109375
5,43.97500000000001,48.45,17.975,1210.924293154762,1210.9921875,1210.734375,2107.9637276785716,2114.015625,2101.97265625
6,43.35357142857145,48.475,19.225,1234.584263392857,1235.30859375,1224.78515625,2036.2959449404761,2054.84765625,2030.984375
7,44.95476190476192,49.225,29.225,1240.3184523809523,1240.33984375,1240.265625,2025.6564360119048,2031.60546875,2022.14453125
8,44.01093750000001,48.95,25.475,1242.357666015625,1242.5390625,1240.26953125,2016.72607421875,2022.37109375,2013.16015625
9,42.645,47.45,5.225,1240.6609375,1240.89453125,1240.46875,1956.79140625,1960.421875,1953.30078125
10,43.82105263157896,46.7,21.225,1255.3595805921052,1256.2109375,1240.81640625,1930.767269736842,1954.24609375,1928.30078125
11,40.806521739130446,48.95,20.225,1254.195652173913,1254.359375,1254.1328125,1910.0288722826087,1924.9921875,1906.88671875
12,22.53780487804879,48.2,0.0,1263.938357469512,1264.31640625,1254.26171875,1835.3227896341464,1840.8203125,1832.51171875
13,45.15000000000001,48.95,41.2,1262.4244791666667,1262.53515625,1262.23046875,1830.3315972222222,1836.11328125,1828.1328125
14,44.13375000000001,49.7,29.2,1264.3681640625,1264.4921875,1262.43359375,1828.9203125,1834.94140625,1821.4140625
15,44.010000000000005,48.175,24.475,1262.4390625,1262.4609375,1262.40625,1818.2173828125,1822.51953125,1814.015625
