Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,33.78,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.6667,0.5333,26.24,"[0, 100, 0, 200]",0.4444,0.6667,300
3,0.63,0.6363,23.09,"[53, 47, 64, 136]",0.6464,0.63,300
4,0.3333,0.1667,26.16,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.6667,0.5333,26.28,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.6667,0.5333,26.57,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.6667,0.5333,26.97,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.3333,0.1667,26.53,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,26.67,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.7667,0.7731,29.52,"[85, 15, 55, 145]",0.8065,0.7667,300
11,0.8933,0.8871,36.65,"[68, 32, 0, 200]",0.908,0.8933,300
12,0.88,0.8724,26.0,"[65, 35, 1, 199]",0.8952,0.88,300
13,0.89,0.8833,27.6,"[67, 33, 0, 200]",0.9056,0.89,300
14,0.88,0.8718,26.59,"[64, 36, 0, 200]",0.8983,0.88,300
15,0.8633,0.8521,24.16,"[59, 41, 0, 200]",0.8866,0.8633,300
16,0.8633,0.8521,26.0,"[59, 41, 0, 200]",0.8866,0.8633,300
17,0.8433,0.8275,30.93,"[53, 47, 0, 200]",0.8731,0.8433,300
18,0.8967,0.897,25.69,"[86, 14, 17, 183]",0.8976,0.8967,300
19,0.6633,0.6651,27.06,"[97, 3, 98, 102]",0.8134,0.6633,300
20,0.89,0.8922,26.52,"[94, 6, 27, 173]",0.9033,0.89,300
21,0.9033,0.905,27.14,"[94, 6, 23, 177]",0.9126,0.9033,300
