Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,28.72,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.6667,0.5333,26.43,"[0, 100, 0, 200]",0.4444,0.6667,300
3,0.3333,0.1667,26.31,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.6667,0.5333,24.55,"[0, 100, 0, 200]",0.4444,0.6667,300
5,0.3333,0.1667,29.39,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.6667,0.5333,25.63,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.3333,0.1667,26.11,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.6667,0.5333,26.11,"[0, 100, 0, 200]",0.4444,0.6667,300
9,0.6667,0.5333,26.21,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.6667,0.5333,23.1,"[0, 100, 0, 200]",0.4444,0.6667,300
11,0.3333,0.1667,29.13,"[100, 0, 200, 0]",0.1111,0.3333,300
12,0.6667,0.5333,25.43,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.3333,0.1667,22.91,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.3333,0.1667,23.23,"[100, 0, 200, 0]",0.1111,0.3333,300
15,0.6667,0.5333,26.35,"[0, 100, 0, 200]",0.4444,0.6667,300
16,0.6667,0.5333,26.35,"[0, 100, 0, 200]",0.4444,0.6667,300
17,0.6667,0.5333,23.64,"[0, 100, 0, 200]",0.4444,0.6667,300
18,0.3333,0.1667,26.53,"[100, 0, 200, 0]",0.1111,0.3333,300
19,0.3333,0.1667,26.27,"[100, 0, 200, 0]",0.1111,0.3333,300
20,0.3333,0.1667,26.23,"[100, 0, 200, 0]",0.1111,0.3333,300
21,0.6667,0.5333,26.32,"[0, 100, 0, 200]",0.4444,0.6667,300
22,0.3333,0.1667,26.12,"[100, 0, 200, 0]",0.1111,0.3333,300
23,0.3333,0.1667,24.18,"[100, 0, 200, 0]",0.1111,0.3333,300
24,0.3333,0.1667,26.08,"[100, 0, 200, 0]",0.1111,0.3333,300
25,0.3333,0.1667,22.09,"[100, 0, 200, 0]",0.1111,0.3333,300
