Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.67,0.541,17.03,"[1, 99, 0, 200]",0.7793,0.67,300
2,0.3333,0.1667,19.03,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,22.04,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,18.03,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,19.04,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.6667,0.5333,19.04,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.3333,0.1667,22.04,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,18.03,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,42.07,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.9,0.8986,14.02,"[80, 20, 10, 190]",0.8995,0.9,300
11,0.89,0.8863,23.04,"[73, 27, 6, 194]",0.8932,0.89,300
12,0.9167,0.9154,22.04,"[82, 18, 7, 193]",0.9169,0.9167,300
