Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,43.2875,49.45,25.2,1016.4318576388889,1059.60546875,706.69921875,2692.2623697916665,3292.85546875,2606.5546875
2,45.306944444444454,48.2,38.7,1300.6451822916667,1305.73828125,1271.3984375,1645.7495659722222,1712.20703125,1633.23046875
3,43.94125000000001,49.2,7.25,1318.2125,1318.69921875,1314.84765625,1497.5703125,1516.91796875,1489.0078125
4,39.92738095238096,48.95,0.0,1340.84375,1343.38671875,1317.125,1329.6880580357142,1445.046875,1225.5546875
5,44.5342105263158,48.2,18.725,1453.158511513158,1484.16796875,1341.36328125,1103.6126644736842,1220.78125,1068.42578125
6,45.659722222222236,48.7,41.45,1476.4136284722222,1476.7265625,1474.44140625,1104.5952690972222,1107.640625,1099.3515625
7,44.431578947368436,50.225,27.225,1478.573396381579,1478.69921875,1476.63671875,1067.98828125,1071.203125,1063.0234375
8,44.557894736842115,49.2,36.7,1476.8793174342106,1478.671875,1476.6328125,1055.541324013158,1061.84375,1052.25390625
9,38.76428571428572,50.95,0.0,1485.571800595238,1485.6953125,1483.6328125,980.9990699404761,997.82421875,908.23828125
10,45.79210526315791,49.45,41.2,1487.0916940789473,1489.640625,1483.58203125,949.6850328947369,963.53125,944.7890625
11,37.98333333333334,55.175,0.0,1491.836681547619,1491.9609375,1489.8984375,958.3504464285714,965.06640625,952.3984375
12,41.30119047619049,48.2,0.0,1489.3396577380952,1491.2109375,1489.20703125,868.9611235119048,880.0390625,819.30078125
13,45.93947368421053,48.95,40.2,1496.362458881579,1496.74609375,1493.15234375,845.1217105263158,851.94921875,759.734375
14,38.34642857142858,48.45,0.0,1499.7872023809523,1500.2578125,1490.953125,849.3869047619048,873.921875,788.453125
