Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,42.017241379310356,51.975,5.0,1035.0482219827586,1083.96875,742.7421875,2598.272494612069,3217.0234375,2450.44921875
2,31.60125,56.95,0.0,1324.6275390625,1329.56640625,1295.17578125,1513.92021484375,1555.77734375,1371.046875
3,25.022435897435905,53.725,0.0,1364.4936899038462,1367.15234375,1338.8671875,1414.2045272435898,1479.58203125,1354.140625
4,47.56250000000002,52.7,29.725,1433.9861505681818,1487.234375,1365.47265625,1327.8473011363637,1421.5078125,1271.421875
5,44.787000000000006,64.675,3.75,1527.9315625,1537.40625,1507.23828125,1038.869375,1170.45703125,1020.98828125
6,27.767307692307703,62.45,0.0,1521.7234575320513,1522.41015625,1516.85546875,1028.3857171474358,1080.17578125,893.53125
7,30.06794871794872,52.45,0.0,1515.057892628205,1515.0859375,1515.03515625,1009.1394230769231,1034.3515625,927.734375
8,45.46818181818184,52.0,26.3,1522.0873579545455,1522.11328125,1522.05859375,1020.1521661931819,1028.20703125,1016.01171875
9,47.522222222222226,57.475,26.625,1515.0240162037037,1515.0546875,1515.0,962.0306712962963,967.8515625,959.87890625
10,46.59318181818184,56.2,19.975,1515.9877485795455,1516.0078125,1515.95703125,946.5720880681819,953.109375,918.390625
11,44.64078947368422,55.95,0.0,1524.6052631578948,1529.8984375,1522.94921875,882.6389802631579,910.8984375,806.19140625
12,47.64732142857141,53.625,27.125,1525.9051339285713,1526.26953125,1525.53515625,894.2572544642857,900.80078125,891.984375
13,40.626282051282054,56.2,0.0,1497.7740384615386,1497.9765625,1497.640625,926.4867788461538,937.34765625,865.12109375
14,47.4659090909091,52.225,18.725,1497.5992542613637,1497.69921875,1497.39453125,918.4099786931819,924.015625,916.34765625
15,29.321710526315798,55.475,0.0,1504.6822916666667,1504.71484375,1504.65234375,886.8713942307693,913.7421875,835.12109375
