Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,58.24,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.4333,0.3641,43.0,"[97, 3, 167, 33]",0.7336,0.4333,300
3,0.7467,0.711,55.04,"[33, 67, 9, 191]",0.7554,0.7467,300
4,0.6533,0.6631,58.26,"[75, 25, 79, 121]",0.7148,0.6533,300
5,0.6667,0.5333,34.7,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.6667,0.5333,64.04,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.3333,0.1667,58.81,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,61.06,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,63.49,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.8267,0.8262,71.35,"[73, 27, 25, 175]",0.8259,0.8267,300
11,0.88,0.8724,127.49,"[65, 35, 1, 199]",0.8952,0.88,300
12,0.84,0.8244,58.29,"[53, 47, 1, 199]",0.8665,0.84,300
13,0.76,0.7639,61.68,"[72, 28, 44, 156]",0.7721,0.76,300
14,0.8567,0.8534,40.95,"[71, 29, 14, 186]",0.8552,0.8567,300
15,0.85,0.8367,42.01,"[56, 44, 1, 199]",0.8734,0.85,300
16,0.9,0.8956,62.3,"[72, 28, 2, 198]",0.9084,0.9,300
17,0.8933,0.8886,50.75,"[71, 29, 3, 197]",0.9009,0.8933,300
18,0.9033,0.9018,48.57,"[80, 20, 9, 191]",0.9031,0.9033,300
