Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.38,0.2599,27.34,"[100, 0, 186, 14]",0.7832,0.38,300
2,0.3333,0.1667,25.29,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.35,0.2066,23.47,"[99, 1, 194, 6]",0.6841,0.35,300
4,0.4033,0.3143,24.0,"[97, 3, 176, 24]",0.711,0.4033,300
5,0.3333,0.1667,26.23,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,26.49,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,25.06,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,24.48,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,25.29,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.82,0.8128,26.15,"[61, 39, 15, 185]",0.8181,0.82,300
11,0.8567,0.8457,30.33,"[59, 41, 2, 198]",0.8747,0.8567,300
12,0.8733,0.864,26.22,"[62, 38, 0, 200]",0.8936,0.8733,300
13,0.89,0.8844,25.1,"[69, 31, 2, 198]",0.9004,0.89,300
14,0.9,0.896,25.48,"[73, 27, 3, 197]",0.9065,0.9,300
15,0.8533,0.8408,30.73,"[57, 43, 1, 199]",0.8758,0.8533,300
16,0.8633,0.8521,27.24,"[59, 41, 0, 200]",0.8866,0.8633,300
17,0.9367,0.935,26.25,"[82, 18, 1, 199]",0.9407,0.9367,300
