Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,35.50625000000001,49.95,18.475,1066.1278076171875,1155.31640625,802.0,2231.2000732421875,2778.328125,2042.98046875
2,44.775000000000006,49.95,32.225,1416.4233141447369,1419.3671875,1382.71484375,1069.6212993421052,1136.9921875,1058.234375
3,40.48875000000002,49.2,29.925,1469.8888671875,1473.50390625,1447.453125,799.3345703125,841.05078125,776.8671875
4,25.127976190476197,48.925,0.0,1558.5663132440477,1581.359375,1445.30859375,697.8245907738095,926.328125,624.5390625
5,22.35833333333334,49.675,0.0,1558.0181361607142,1562.19921875,1545.51171875,634.6583891369048,690.1796875,541.91015625
6,22.536904761904772,47.65,0.0,1561.2081473214287,1561.421875,1558.84765625,621.5665922619048,662.203125,473.59375
7,43.15568181818183,47.45,23.9,1566.3781960227273,1566.40625,1566.34765625,642.390625,645.171875,640.30859375
8,41.97250000000001,50.7,1.5,1566.33203125,1566.359375,1566.296875,591.91484375,597.0390625,586.88671875
9,41.352500000000006,55.175,4.0,1568.10234375,1568.2265625,1566.171875,547.36875,570.4765625,541.83203125
10,24.198214285714293,54.125,0.0,1571.932069359756,1572.14453125,1564.83203125,527.3513719512196,569.5703125,418.078125
11,39.03653846153848,55.95,13.975,1580.7896634615386,1582.26953125,1570.38671875,546.3745492788462,613.1640625,527.671875
12,43.21052631578949,48.95,3.5,1577.6293174342106,1577.65234375,1577.59765625,540.5596217105264,543.52734375,538.25
13,39.64047619047621,47.95,20.975,1577.6953125,1577.83203125,1577.5234375,515.2380952380952,544.68359375,492.484375
14,35.76000000000001,50.95,13.675,1570.399609375,1570.4375,1570.37890625,554.7337239583334,585.27734375,523.46875
15,39.82000000000002,45.95,21.725,1563.38515625,1564.12890625,1561.32421875,576.38421875,601.16015625,565.83984375
16,42.1607142857143,48.95,28.3,1561.296875,1561.32421875,1561.265625,597.2823660714286,601.5234375,578.35546875
17,33.48828125000001,47.95,16.725,1560.7857666015625,1560.80859375,1560.76171875,617.258056640625,634.34765625,598.96484375
18,39.53152173913044,54.925,1.0,1562.6159446022727,1562.734375,1560.68359375,577.8975497159091,589.90625,570.76171875
19,43.865277777777784,48.15,30.975,1560.6979166666667,1560.71875,1560.6640625,603.6158854166666,607.9296875,600.40234375
20,31.686363636363634,47.15,15.975,1553.6313920454545,1553.6484375,1553.59375,603.7419507575758,624.23046875,595.1875
21,43.41145833333335,53.425,24.7,1531.5696875,1531.6015625,1531.546875,639.29234375,641.28125,635.62890625
22,42.66022727272728,49.675,0.5,1531.5353338068182,1531.5546875,1531.5,608.0365767045455,616.3984375,603.12109375
23,42.3309523809524,47.95,25.95,1538.515625,1538.5390625,1538.484375,634.7593005952381,641.15234375,629.98046875
24,37.30476190476192,49.45,0.0,1538.4657738095239,1538.4921875,1538.4375,607.1259300595239,615.5078125,549.33203125
25,42.98815789473686,47.2,38.95,1547.3394325657894,1547.46484375,1545.4140625,619.2841282894736,624.25,615.12109375
26,43.12375000000001,48.65,24.725,1545.630394345238,1545.9453125,1545.390625,618.9229910714286,624.98046875,613.19921875
27,41.75166666666667,63.625,12.975,1546.08046875,1546.109375,1546.0546875,624.6518229166667,632.80078125,568.9765625
28,42.24000000000001,48.7,28.725,1540.68046875,1540.8046875,1538.75,598.3146484375,604.3125,589.5859375
29,42.95000000000001,49.45,9.5,1539.0288722826087,1539.05859375,1538.734375,567.3040081521739,574.21875,563.0859375
30,24.37674418604652,48.2,0.0,1529.6567950581396,1529.69140625,1529.6328125,546.4427688953489,582.03125,501.05859375
31,43.87250000000001,49.925,25.975,1527.7671875,1527.7890625,1527.73828125,569.5771484375,573.7109375,564.37890625
32,44.59473684210527,49.5,13.975,1534.9574424342106,1534.98046875,1534.92578125,552.5259046052631,558.04296875,547.59765625
33,41.36904761904763,49.675,0.0,1525.1153273809523,1525.1875,1524.875,574.7810639880952,579.04296875,572.3515625
34,41.47727272727274,50.45,0.0,1526.7723214285713,1526.890625,1524.8359375,474.91015625,553.12890625,448.51171875
35,42.3702380952381,60.925,19.175,1477.595424107143,1477.62109375,1477.56640625,512.5267857142857,523.625,507.00390625
36,42.91578947368423,47.95,26.975,1477.5363898026317,1477.55859375,1477.50390625,512.5631167763158,515.25390625,510.1953125
37,44.52500000000001,47.95,33.7,1477.4955078125,1477.515625,1477.45703125,514.6048828125,518.71875,509.78515625
38,39.315476190476204,49.95,0.0,1548.763392857143,1552.4453125,1477.4140625,456.2406994047619,510.02734375,445.79296875
39,43.22812500000001,48.925,37.7,1512.8116861979167,1513.0390625,1512.70703125,447.0266927083333,451.41796875,443.20703125
40,40.719,47.625,27.275,1506.56359375,1506.5859375,1506.52734375,495.059375,501.67578125,478.078125
