Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3233,0.2463,16.03,"[79, 21, 182, 18]",0.4086,0.3233,300
2,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
3,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
4,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
5,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
6,0.3233,0.2463,1.01,"[79, 21, 182, 18]",0.4086,0.3233,300
7,0.3233,0.2463,1.01,"[79, 21, 182, 18]",0.4086,0.3233,300
8,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
9,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
10,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
11,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
12,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
13,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
14,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
15,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
16,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
17,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
18,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
19,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
20,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
21,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
22,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
23,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
24,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
25,0.3233,0.2463,1.0,"[79, 21, 182, 18]",0.4086,0.3233,300
