Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,41.25700000000002,46.95,24.675,1016.15296875,1069.90234375,733.77734375,2592.1871875,3126.1015625,2484.95703125
2,40.64404761904763,47.95,7.0,1316.9285714285713,1326.265625,1288.2109375,1505.470238095238,1566.92578125,1483.65625
3,22.974390243902448,48.95,0.0,1360.0107660060976,1364.41015625,1334.3671875,1230.7231326219512,1324.953125,1153.65625
4,43.49210526315791,47.7,26.725,1485.9198190789473,1500.4296875,1364.6640625,1040.6480263157894,1249.76953125,1000.55859375
5,44.232500000000016,48.9,28.45,1501.2193359375,1502.54296875,1494.46875,942.154296875,953.7734375,935.78515625
6,43.343181818181826,48.45,18.475,1501.4586292613637,1503.5625,1495.34765625,876.9463778409091,888.7890625,860.83203125
7,42.61875000000001,47.2,24.475,1531.75703125,1531.77734375,1531.71484375,886.0388671875,891.44140625,883.5703125
8,44.240909090909106,48.45,33.2,1504.0188210227273,1562.0390625,1501.01171875,957.7347301136364,967.921875,900.359375
9,40.50277777777779,47.95,11.975,1510.841796875,1512.80859375,1508.80859375,856.6627604166666,873.26171875,851.734375
10,42.3409090909091,49.675,4.75,1523.6335227272727,1524.5,1515.21875,917.7615411931819,933.015625,912.01171875
11,42.478846153846156,48.2,22.95,1539.1790865384614,1541.3125,1532.1953125,880.6911057692307,896.34765625,857.59765625
12,43.985526315789485,47.95,29.45,1539.9463404605262,1541.85546875,1539.79296875,820.339021381579,825.1015625,815.35546875
13,40.58333333333335,47.7,0.0,1527.134486607143,1527.234375,1526.98828125,852.883556547619,859.15234375,850.55078125
14,43.54210526315791,57.175,15.975,1533.6694078947369,1535.58203125,1533.51953125,850.8595805921053,857.5625,841.69140625
15,44.59558823529413,47.45,37.175,1538.6930147058824,1538.92578125,1536.34765625,846.8513327205883,854.171875,839.34375
16,36.16190476190477,49.225,0.0,1536.912574404762,1536.94140625,1536.87890625,839.6130952380952,851.0390625,786.46875
17,42.51111111111112,47.95,0.75,1536.8723958333333,1536.89453125,1536.83203125,848.3368055555555,856.67578125,845.18359375
