Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3333,0.1667,27.57,"[100, 0, 200, 0]",0.1111,0.3333,300
2,0.3333,0.1667,24.43,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,25.27,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,26.23,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,22.44,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3533,0.208,25.15,"[100, 0, 194, 6]",0.78,0.3533,300
7,0.3333,0.1667,25.21,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,22.52,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.65,0.6528,25.29,"[51, 49, 56, 144]",0.6563,0.65,300
10,0.83,0.816,22.41,"[54, 46, 5, 195]",0.8445,0.83,300
11,0.87,0.8621,27.17,"[64, 36, 3, 197]",0.8821,0.87,300
12,0.9033,0.9035,25.2,"[86, 14, 15, 185]",0.9036,0.9033,300
