Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,49.79,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.3333,0.1667,26.81,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.6667,0.5333,26.43,"[0, 100, 0, 200]",0.4444,0.6667,300
4,0.3333,0.1667,24.37,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.6667,0.5333,26.17,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.3333,0.1667,26.09,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.6667,0.5333,23.37,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.6667,0.5333,26.28,"[0, 100, 0, 200]",0.4444,0.6667,300
9,0.6667,0.5333,26.26,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.6667,0.5333,22.7,"[0, 100, 0, 200]",0.4444,0.6667,300
11,0.3333,0.1667,29.39,"[100, 0, 200, 0]",0.1111,0.3333,300
12,0.6667,0.5333,23.44,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.3333,0.1667,23.92,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.6667,0.5333,23.23,"[0, 100, 0, 200]",0.4444,0.6667,300
15,0.3333,0.1667,26.22,"[100, 0, 200, 0]",0.1111,0.3333,300
16,0.6667,0.5333,23.39,"[0, 100, 0, 200]",0.4444,0.6667,300
17,0.6667,0.5333,26.06,"[0, 100, 0, 200]",0.4444,0.6667,300
18,0.6667,0.5333,23.19,"[0, 100, 0, 200]",0.4444,0.6667,300
19,0.6667,0.5333,26.28,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.3333,0.1667,23.61,"[100, 0, 200, 0]",0.1111,0.3333,300
21,0.6667,0.5333,26.37,"[0, 100, 0, 200]",0.4444,0.6667,300
22,0.3333,0.1667,26.43,"[100, 0, 200, 0]",0.1111,0.3333,300
23,0.6667,0.5333,26.59,"[0, 100, 0, 200]",0.4444,0.6667,300
24,0.3333,0.1667,26.34,"[100, 0, 200, 0]",0.1111,0.3333,300
25,0.3333,0.1667,24.96,"[100, 0, 200, 0]",0.1111,0.3333,300
