Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.4933,0.4612,35.82,"[94, 6, 146, 54]",0.7306,0.4933,300
2,0.3333,0.1667,28.9,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.6533,0.6616,55.39,"[62, 38, 66, 134]",0.6808,0.6533,300
4,0.3333,0.1667,29.31,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,56.58,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3367,0.1737,36.05,"[100, 0, 199, 1]",0.7781,0.3367,300
7,0.3333,0.1667,36.32,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.5467,0.5216,51.61,"[100, 0, 136, 64]",0.8079,0.5467,300
9,0.8,0.7978,36.97,"[66, 34, 26, 174]",0.7968,0.8,300
10,0.8,0.7884,37.69,"[54, 46, 14, 186]",0.7992,0.8,300
11,0.8467,0.8385,60.78,"[62, 38, 8, 192]",0.8518,0.8467,300
12,0.8567,0.8472,47.71,"[61, 39, 4, 196]",0.8688,0.8567,300
13,0.8733,0.866,48.73,"[65, 35, 3, 197]",0.8847,0.8733,300
14,0.8867,0.8817,31.35,"[70, 30, 4, 196]",0.8935,0.8867,300
15,0.78,0.7854,54.27,"[82, 18, 48, 152]",0.8063,0.78,300
16,0.8967,0.8928,30.76,"[73, 27, 4, 196]",0.902,0.8967,300
17,0.91,0.9105,29.81,"[89, 11, 16, 184]",0.9116,0.91,300
