round,layer_index,avg_diffs,std_dev,shape
6,1,104251.21875,120599.64592084588,"(32,)"
6,2,149288.46875,199679.02244461366,"(32,)"
6,3,200172.6875,195607.4231796044,"(32,)"
6,4,219470.125,240916.12087790924,"(32,)"
6,5,2627015.9375,1102366.6059185725,"(32,)"
6,6,202459.9578125,199648.01268628865,"(5, 5, 32, 16)"
6,7,238688.5,213939.1585515611,"(16,)"
6,8,236603.9375,174663.03973453742,"(16,)"
6,9,343203.9375,310073.93830896786,"(16,)"
6,10,1583944.3125,1650943.9468545609,"(16,)"
6,11,3132263.4375,2454425.1364094904,"(16,)"
6,12,167996.034765625,152239.3796933261,"(5, 5, 16, 32)"
6,13,405650.5,262374.69884606346,"(32,)"
6,14,149649.4375,118863.40734193007,"(32,)"
6,15,242893.5,174906.11770139716,"(32,)"
6,16,1773085.53125,1756015.478442192,"(32,)"
6,17,5398270.4375,3721427.0760974623,"(32,)"
6,18,190654.2051855469,209036.77555290828,"(4608, 200)"
6,19,76486.14,122159.77653061748,"(200,)"
6,20,118352.28,315362.88510401256,"(200, 2)"
6,21,95015.0,0.0,"(2,)"
7,0,219080.85875,336761.87933462166,"(5, 5, 1, 32)"
7,1,201875.0,258139.28259807726,"(32,)"
7,2,350507.4375,943571.4239820407,"(32,)"
7,3,262262.125,330551.1131520311,"(32,)"
7,4,379010.5,1026240.1384540194,"(32,)"
7,5,1484117.875,772964.6443972127,"(32,)"
7,6,256378.282265625,321139.5056917509,"(5, 5, 32, 16)"
7,7,216797.9375,191924.22323975572,"(16,)"
7,8,233755.3125,136344.4244054917,"(16,)"
7,9,439471.25,345741.97977185604,"(16,)"
7,10,2328762.8125,2186248.2509103413,"(16,)"
7,11,2542757.25,3335346.4053029693,"(16,)"
7,12,207913.26546875,191014.93975815288,"(5, 5, 16, 32)"
7,13,436959.4375,432670.1340116782,"(32,)"
7,14,231715.8125,193855.60265027767,"(32,)"
7,15,220833.15625,148894.27148947617,"(32,)"
7,16,2032718.9375,1480997.7983076125,"(32,)"
7,17,4894737.09375,5374299.163217298,"(32,)"
7,18,170047.0513704427,201665.4328672503,"(4608, 200)"
7,19,79331.945,120899.24066966664,"(200,)"
7,20,133438.3825,278223.8045854473,"(200, 2)"
7,21,48294.0,0.0,"(2,)"
8,0,281322.83875,374402.421098756,"(5, 5, 1, 32)"
8,1,213409.1875,218998.0112311864,"(32,)"
8,2,271925.65625,289118.3385427593,"(32,)"
8,3,361360.84375,294493.0293571383,"(32,)"
8,4,273007.34375,300753.4311702247,"(32,)"
8,5,869162.6875,522220.59257220494,"(32,)"
8,6,331418.784140625,322866.2790115975,"(5, 5, 32, 16)"
8,7,276327.5,241111.91752560675,"(16,)"
8,8,397214.6875,248940.46603272407,"(16,)"
8,9,366015.5625,348905.76984229725,"(16,)"
8,10,1712944.0625,1483069.0703135033,"(16,)"
8,11,2037994.75,2160512.934299934,"(16,)"
8,12,297017.9328125,253955.14579944927,"(5, 5, 16, 32)"
8,13,399145.34375,316072.5185081749,"(32,)"
8,14,287675.375,266316.08543582074,"(32,)"
8,15,253944.125,219952.4668412402,"(32,)"
8,16,2127224.125,1597954.149905371,"(32,)"
8,17,3808390.15625,3545935.3717826796,"(32,)"
8,18,241156.50416666668,313204.0573590555,"(4608, 200)"
8,19,145714.68,230037.20917127214,"(200,)"
8,20,180140.5125,330681.04832988215,"(200, 2)"
8,21,265501.5,0.5,"(2,)"
9,0,591846.2475,766156.0040640736,"(5, 5, 1, 32)"
9,1,592313.21875,648382.7491075263,"(32,)"
9,2,434695.53125,379929.17659339687,"(32,)"
9,3,655623.25,453744.9094500262,"(32,)"
9,4,1042432.21875,1455885.5882914471,"(32,)"
9,5,463175.09375,268683.7729673304,"(32,)"
9,6,478767.988671875,473002.27537885495,"(5, 5, 32, 16)"
9,7,728267.5,534241.69862631,"(16,)"
9,8,598803.9375,502985.99743363494,"(16,)"
9,9,936021.0625,549772.43052995,"(16,)"
9,10,7838994.4375,10134796.942149587,"(16,)"
9,11,10831321.0625,16744676.544163777,"(16,)"
9,12,488678.642265625,396211.80844189075,"(5, 5, 16, 32)"
9,13,596234.4375,428600.2409929865,"(32,)"
9,14,754321.90625,511469.4081718353,"(32,)"
9,15,411377.46875,365153.5666172679,"(32,)"
9,16,3221343.6875,2761995.112427806,"(32,)"
9,17,5307647.28125,4989983.523706612,"(32,)"
9,18,309809.0552886285,365792.0025840886,"(4608, 200)"
9,19,292140.85,350139.1674747735,"(200,)"
9,20,304802.4325,420679.86713256844,"(200, 2)"
9,21,1493.0,0.0,"(2,)"
10,0,154351.82125,157420.3666648134,"(5, 5, 1, 32)"
10,1,203133.5625,358515.5351063899,"(32,)"
10,2,198568.3125,236926.34008780523,"(32,)"
10,3,291258.78125,182914.29066945097,"(32,)"
10,4,593711.96875,1003968.8968938942,"(32,)"
10,5,268791.90625,174358.98977027243,"(32,)"
10,6,187101.18078125,175554.1276537052,"(5, 5, 32, 16)"
10,7,257177.4375,160715.91500453866,"(16,)"
10,8,337829.0,211630.5400276033,"(16,)"
10,9,281528.6875,241504.91069974093,"(16,)"
10,10,3736537.75,3317186.4081492973,"(16,)"
10,11,3929205.3125,4530694.379293624,"(16,)"
10,12,204209.728515625,173938.42524681275,"(5, 5, 16, 32)"
10,13,249367.9375,246287.46405546324,"(32,)"
10,14,265414.71875,262600.63089440524,"(32,)"
10,15,282104.65625,211923.5523717234,"(32,)"
10,16,2596396.46875,2001679.2543244779,"(32,)"
10,17,4750763.84375,4709058.511870188,"(32,)"
10,18,173612.8613205295,204303.81008961314,"(4608, 200)"
10,19,156240.29,226949.12140679438,"(200,)"
10,20,184988.7625,373921.5000329295,"(200, 2)"
10,21,6990.0,0.0,"(2,)"
11,0,87691.73,76032.58777404002,"(5, 5, 1, 32)"
11,1,64976.40625,86091.60079344972,"(32,)"
11,2,73185.71875,87787.63862805314,"(32,)"
11,3,151806.4375,120019.02374518005,"(32,)"
11,4,355100.40625,562968.9306840597,"(32,)"
11,5,159370.1875,105581.74754705401,"(32,)"
11,6,135599.11453125,121418.52774679499,"(5, 5, 32, 16)"
11,7,147334.5625,124788.6255864135,"(16,)"
11,8,152847.1875,87953.79133401439,"(16,)"
11,9,202424.0,167244.57845771863,"(16,)"
11,10,2681668.1875,2008239.0767781865,"(16,)"
11,11,2441782.875,2640803.194485318,"(16,)"
11,12,133673.843125,111261.13097769667,"(5, 5, 16, 32)"
11,13,170282.03125,152124.84909061628,"(32,)"
11,14,134798.65625,134706.20566639863,"(32,)"
11,15,90782.46875,67664.6750721824,"(32,)"
11,16,1857476.625,1249572.3848573596,"(32,)"
11,17,3396638.71875,3466424.15456431,"(32,)"
11,18,122029.09429470486,146823.54726243202,"(4608, 200)"
11,19,66978.53,101006.97359820806,"(200,)"
11,20,73687.6275,126193.07674854332,"(200, 2)"
11,21,143111.0,0.0,"(2,)"
12,0,57837.69125,48904.87032355186,"(5, 5, 1, 32)"
12,1,48486.25,44540.505513240416,"(32,)"
12,2,39848.8125,41910.2450619457,"(32,)"
12,3,73043.6875,44471.24043162439,"(32,)"
12,4,201576.40625,310678.17923816474,"(32,)"
12,5,89323.09375,56458.57617003338,"(32,)"
12,6,114508.154453125,99033.53409771723,"(5, 5, 32, 16)"
12,7,75061.0625,63269.31053685186,"(16,)"
12,8,47776.0,31276.688763358565,"(16,)"
12,9,107241.4375,76028.12593866886,"(16,)"
12,10,1600419.0,991754.7236969683,"(16,)"
12,11,1596553.75,1401548.020853036,"(16,)"
12,12,105555.84640625,79847.95800740423,"(5, 5, 16, 32)"
12,13,102872.78125,103078.12693072134,"(32,)"
12,14,93596.40625,98504.63953758072,"(32,)"
12,15,55593.5,34196.6236372467,"(32,)"
12,16,1561425.65625,1012922.1677938355,"(32,)"
12,17,3226936.84375,2828903.647923996,"(32,)"
12,18,84227.07505208334,95434.11772385669,"(4608, 200)"
12,19,40926.67,66347.57788262583,"(200,)"
12,20,41765.92,71553.94641613835,"(200, 2)"
12,21,68609.5,0.5,"(2,)"
13,0,133419.87,138369.55056374613,"(5, 5, 1, 32)"
13,1,125620.28125,148564.20547427348,"(32,)"
13,2,119636.28125,138002.878859291,"(32,)"
13,3,103744.34375,68595.417606886,"(32,)"
13,4,179876.3125,223304.68106636804,"(32,)"
13,5,55003.3125,37612.06435726234,"(32,)"
13,6,157106.3615625,152687.73858724008,"(5, 5, 32, 16)"
13,7,190320.1875,141219.3972008709,"(16,)"
13,8,130592.375,90232.38999305834,"(16,)"
13,9,165431.0625,110626.25986201737,"(16,)"
13,10,1585951.375,1046863.7798371784,"(16,)"
13,11,1651278.8125,1127474.9739160077,"(16,)"
13,12,169010.43421875,153871.0170841989,"(5, 5, 16, 32)"
13,13,213245.78125,172561.26714585576,"(32,)"
13,14,106127.28125,81297.10864294098,"(32,)"
13,15,151816.59375,119525.57899693986,"(32,)"
13,16,1417125.1875,1068457.964354513,"(32,)"
13,17,1991420.5,1767330.9472649181,"(32,)"
13,18,139947.9816297743,214029.21644110815,"(4608, 200)"
13,19,83988.755,131447.57651917732,"(200,)"
13,20,129026.3875,333105.911220429,"(200, 2)"
13,21,40558.0,0.0,"(2,)"
1,0,581302.63875,443054.8601070253,"(5, 5, 1, 32)"
1,1,559642.125,368709.2382995331,"(32,)"
1,2,543903.03125,403770.9597186941,"(32,)"
1,3,465918.6875,314353.4902339679,"(32,)"
1,4,1155446.28125,2209631.723423332,"(32,)"
1,5,45213853.0,225840.3857848226,"(32,)"
1,6,611754.17953125,580121.7602557723,"(5, 5, 32, 16)"
1,7,550617.875,499057.4214710762,"(16,)"
1,8,353518.5625,231695.98306265712,"(16,)"
1,9,324656.9375,328637.17094093084,"(16,)"
1,10,11275158.625,2839214.8161880486,"(16,)"
1,11,37721199.5,3272391.4749457887,"(16,)"
1,12,454646.86,336764.0174875341,"(5, 5, 16, 32)"
1,13,374164.34375,331367.0088739042,"(32,)"
1,14,1231394.875,566458.9589470908,"(32,)"
1,15,436820.90625,267915.11158951535,"(32,)"
1,16,19982768.90625,6940876.134860751,"(32,)"
1,17,24149356.46875,10009676.364732454,"(32,)"
1,18,795015.145360243,694075.7806350633,"(4608, 200)"
1,19,543841.43,342555.5708109198,"(200,)"
1,20,600963.1125,346950.1015702328,"(200, 2)"
1,21,75565.0,0.0,"(2,)"
2,0,286343.93,335195.65453600395,"(5, 5, 1, 32)"
2,1,201881.75,183983.65846590832,"(32,)"
2,2,231019.34375,190430.93583511605,"(32,)"
2,3,191574.96875,145518.4933671414,"(32,)"
2,4,765494.5,1063240.848635523,"(32,)"
2,5,23777456.75,8553177.642112542,"(32,)"
2,6,320689.640625,369172.02290219243,"(5, 5, 32, 16)"
2,7,222332.875,183272.06460678717,"(16,)"
2,8,243333.6875,229367.98226968132,"(16,)"
2,9,190183.3125,133307.41641161547,"(16,)"
2,10,7290709.0,3861982.3385841306,"(16,)"
2,11,20832779.75,4853570.250743409,"(16,)"
2,12,189069.885,163190.49661893916,"(5, 5, 16, 32)"
2,13,205452.5625,152296.44676069627,"(32,)"
2,14,242751.4375,151772.9667970258,"(32,)"
2,15,137510.625,116684.98232601261,"(32,)"
2,16,12186267.25,5994682.11708196,"(32,)"
2,17,13014095.9375,7874328.129642871,"(32,)"
2,18,429707.5493457031,378986.4180437532,"(4608, 200)"
2,19,141413.19,142127.06254877677,"(200,)"
2,20,153826.5825,213368.33269529053,"(200, 2)"
2,21,690000.0,0.0,"(2,)"
3,0,205686.25125,227096.92429056723,"(5, 5, 1, 32)"
3,1,168911.875,130892.89409922861,"(32,)"
3,2,205028.46875,197753.85334756822,"(32,)"
3,3,165176.25,169383.79118735064,"(32,)"
3,4,390632.21875,531810.2206292517,"(32,)"
3,5,13230427.84375,5964324.16043845,"(32,)"
3,6,313938.151328125,313480.64049408265,"(5, 5, 32, 16)"
3,7,248147.4375,285945.4683643738,"(16,)"
3,8,337014.75,249210.21636875664,"(16,)"
3,9,183917.6875,145868.49939873873,"(16,)"
3,10,4539999.25,3625457.6683276054,"(16,)"
3,11,11334294.75,4343100.294531064,"(16,)"
3,12,219834.08890625,179869.48433813945,"(5, 5, 16, 32)"
3,13,245246.4375,164137.35804539165,"(32,)"
3,14,260768.71875,217125.9979336932,"(32,)"
3,15,194306.9375,134550.92829179438,"(32,)"
3,16,4954582.875,3698163.266951386,"(32,)"
