Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,40.26120689655174,47.45,18.725,1029.2377424568965,1071.0859375,736.1484375,2562.1790140086205,3129.44140625,2467.95703125
2,42.421739130434794,51.2,13.725,1320.9402173913043,1325.6328125,1293.31640625,1486.6827445652175,1533.078125,1467.28515625
3,37.79642857142858,48.45,0.0,1344.860119047619,1347.8359375,1325.77734375,1300.548549107143,1344.484375,1237.359375
4,44.66805555555557,48.2,36.7,1444.3465711805557,1488.12109375,1347.96484375,1049.148654513889,1272.03515625,992.03125
5,44.89305555555556,48.45,36.95,1496.2059461805557,1498.33984375,1488.28515625,958.6215277777778,966.5859375,954.2734375
6,44.14305555555556,48.45,24.475,1497.570529513889,1497.78125,1497.4921875,991.2378472222222,993.27734375,988.375
7,43.31973684210528,49.175,6.5,1497.842927631579,1497.86328125,1497.80859375,955.3464226973684,961.0,951.015625
8,43.0592105263158,48.45,5.5,1497.7915296052631,1497.81640625,1497.75390625,957.796875,963.1796875,954.8359375
9,38.34642857142858,47.95,0.0,1499.3524925595239,1500.6953125,1498.65625,896.0985863095239,903.38671875,823.265625
10,44.29078947368423,48.95,28.475,1517.5974506578948,1518.8046875,1507.48046875,834.4144736842105,855.56640625,830.9609375
