Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,39.15,45.95,17.975,1001.39453125,1066.8046875,745.7734375,1923.7978515625,2428.1171875,1784.390625
2,28.78452380952381,48.9,0.0,1319.5029761904761,1321.828125,1287.7265625,789.5673363095239,855.5078125,746.7421875
3,42.42142857142858,47.45,18.225,1355.75,1358.64453125,1328.34765625,660.4215959821429,688.49609375,638.3984375
4,43.88333333333334,50.2,38.2,1416.8403645833334,1469.62890625,1345.00390625,467.15052083333336,667.9453125,406.23046875
5,21.860714285714295,47.7,0.0,1467.1023995535713,1472.625,1448.0390625,538.5896577380952,577.3203125,517.53125
6,33.270238095238106,45.95,0.0,1470.685081845238,1470.83984375,1470.546875,529.7555803571429,550.1875,484.14453125
7,23.811309523809534,48.425,0.0,1473.5990513392858,1473.68359375,1471.6171875,578.6199776785714,586.859375,572.26953125
8,38.55568181818183,58.6,0.0,1471.7448508522727,1473.66015625,1471.625,576.8064630681819,582.35546875,530.31640625
9,36.134523809523806,46.95,0.0,1473.631138392857,1475.59765625,1471.59765625,494.3422619047619,509.53125,448.5703125
10,21.2452380952381,47.2,0.0,1472.2164248511904,1474.17578125,1470.8671875,447.3980654761905,477.0625,420.34765625
11,38.54285714285715,48.075,23.6,1479.044642857143,1479.609375,1473.2421875,466.59747023809524,479.1328125,462.8671875
12,42.23333333333334,47.7,7.75,1470.3990885416667,1470.41796875,1470.36328125,443.48350694444446,448.6328125,439.72265625
13,44.269736842105274,48.45,35.675,1460.5318667763158,1462.55078125,1460.2421875,469.9888980263158,475.51953125,463.80078125
14,43.62272727272729,49.4,23.2,1462.2336647727273,1464.19921875,1460.19921875,447.7947443181818,451.61328125,441.08203125
15,42.63333333333335,49.45,3.75,1460.755642361111,1460.78125,1460.71875,481.5208333333333,488.76953125,477.3125
16,39.55357142857144,49.95,0.0,1462.653831845238,1462.94921875,1460.6796875,481.1201636904762,489.16796875,475.93359375
17,33.025000000000006,47.2,0.0,1460.0355282738096,1460.0625,1460.00390625,482.2256324404762,498.4375,434.2421875
18,17.892682926829274,47.2,0.0,1462.8092606707316,1462.89453125,1460.8359375,412.2298971036585,480.51953125,330.359375
19,43.26388888888889,47.675,21.225,1460.0865885416667,1460.109375,1460.05078125,504.041015625,512.7890625,499.80859375
20,41.35125000000001,46.75,10.75,1461.433984375,1461.5546875,1459.4921875,488.8994140625,514.6484375,461.19921875
21,38.24761904761905,47.2,0.0,1462.740699404762,1462.76171875,1462.69921875,469.9161086309524,486.078125,424.0546875
22,42.97500000000001,47.275,26.475,1464.6783854166667,1466.64453125,1462.64453125,487.73719618055554,508.98828125,483.37109375
23,36.2654761904762,46.2,0.0,1462.7200520833333,1462.74609375,1462.6875,476.31659226190476,498.97265625,427.78125
24,33.27261904761905,46.95,0.0,1466.314732142857,1466.44140625,1464.37890625,441.80636160714283,457.18359375,376.02734375
25,36.73809523809524,47.45,0.0,1474.9572172619048,1476.828125,1474.82421875,433.1742931547619,442.9453125,390.00390625
26,41.01388888888889,52.95,0.75,1476.181857638889,1478.34375,1474.046875,443.2224392361111,450.44921875,415.2890625
27,37.00096153846155,49.45,18.25,1474.338641826923,1474.37109375,1474.30859375,426.00060096153845,457.796875,385.9453125
28,40.45476190476192,50.45,1.0,1476.8802083333333,1477.00390625,1474.94140625,415.7877604166667,453.21484375,385.078125
29,43.301388888888894,61.9,20.475,1472.0375434027778,1472.0703125,1471.80859375,393.1184895833333,396.03125,390.58203125
30,33.800000000000004,48.15,0.0,1473.97265625,1475.94140625,1471.94140625,431.8902529761905,454.90234375,391.1796875
31,37.15375000000001,44.2,24.225,1472.013671875,1472.03515625,1471.9765625,405.44765625,425.76953125,370.140625
32,41.505263157894746,45.95,8.75,1469.400082236842,1469.52734375,1467.46484375,420.4584703947368,430.67578125,417.55078125
33,34.847619047619055,46.35,0.0,1465.568824404762,1465.66015625,1465.34375,431.9973958333333,441.0234375,393.61328125
34,41.10138888888889,47.95,1.75,1539.310329861111,1543.7421875,1466.17578125,307.4283854166667,438.60546875,287.80078125
35,42.452941176470596,45.95,23.5,1508.9425551470588,1508.9609375,1508.90625,443.8883272058824,450.0625,440.96875
36,41.630882352941185,46.45,35.475,1510.7734375,1510.9140625,1508.8515625,429.9478400735294,452.29296875,418.703125
37,33.50833333333334,47.95,0.0,1511.1160714285713,1511.140625,1511.08203125,380.1385788690476,392.87109375,331.60546875
38,41.4513888888889,47.45,11.975,1513.4388020833333,1513.6015625,1511.0234375,375.26063368055554,403.57421875,363.98828125
39,36.98642857142859,52.15,4.75,1511.6810661764705,1511.87109375,1511.62109375,380.31916360294116,400.625,350.9375
40,22.269047619047633,46.2,0.0,1501.317894345238,1501.41015625,1499.34765625,321.74246651785717,358.12109375,225.0625
