Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,42.3421052631579,47.7,19.725,1026.3659539473683,1064.38671875,744.65625,2714.6291118421054,3262.12109375,2637.76171875
2,43.16111111111112,48.175,8.0,1319.8444010416667,1322.84765625,1287.7734375,1660.0414496527778,1715.14453125,1650.13671875
3,43.222222222222236,48.95,5.25,1353.939236111111,1357.40234375,1331.33984375,1466.5199652777778,1522.9453125,1454.0703125
4,44.579411764705895,48.7,35.45,1460.3072150735295,1486.29296875,1360.33203125,1265.2258731617646,1436.73828125,1170.20703125
5,38.61309523809524,48.45,0.0,1510.3909970238096,1512.3203125,1486.26171875,1120.02734375,1160.3984375,1112.9765625
6,44.62500000000001,46.95,37.2,1512.4009650735295,1512.60546875,1512.3203125,1092.0737591911766,1102.96484375,1086.09765625
7,36.55476190476191,46.95,18.725,1521.751674107143,1521.76953125,1521.71875,1067.013206845238,1079.29296875,1062.046875
8,44.05416666666667,48.45,11.975,1521.7178819444443,1521.73828125,1521.6875,1041.3368055555557,1043.78125,1033.9609375
9,43.707352941176474,47.2,13.25,1521.6783088235295,1521.6953125,1521.6484375,995.9503676470588,1002.578125,993.4765625
10,45.243055555555564,48.7,27.225,1521.672092013889,1521.69140625,1521.63671875,1002.7209201388889,1017.83984375,998.65234375
11,42.88522727272729,48.7,25.1,1522.6115056818182,1522.63671875,1522.58203125,988.5541548295455,996.65625,986.04296875
12,42.78382352941178,49.45,17.725,1522.6050091911766,1522.62109375,1522.5703125,876.8538602941177,885.07421875,872.56640625
13,43.6763157894737,49.7,29.975,1522.7029194078948,1522.82421875,1522.51953125,897.0511924342105,906.5859375,893.12109375
14,44.02105263157896,48.95,24.225,1522.7919407894738,1522.8125,1522.7578125,883.2779605263158,898.7578125,854.609375
15,37.479761904761915,47.2,0.0,1522.701450892857,1522.7265625,1522.671875,866.20703125,877.1328125,815.875
16,44.13684210526317,48.7,20.975,1522.7012746710527,1522.71875,1522.66796875,877.8059210526316,882.1796875,866.7421875
17,43.938157894736854,48.95,18.475,1522.6435032894738,1522.6640625,1522.609375,856.1539884868421,863.85546875,852.94921875
18,41.89047619047621,50.2,0.0,1525.8623511904761,1525.88671875,1525.828125,855.7912946428571,860.5546875,852.11328125
19,37.75714285714287,46.75,0.0,1525.8465401785713,1526.03515625,1525.78125,818.94140625,829.90625,772.4453125
20,43.26111111111112,46.2,30.725,1526.029079861111,1526.046875,1525.99609375,857.6590711805555,881.34765625,851.74609375
21,39.14166666666668,47.7,0.0,1525.9559151785713,1525.98046875,1525.921875,867.3932291666666,873.8984375,824.9921875
22,44.64722222222223,49.7,37.975,1525.922092013889,1525.94140625,1525.890625,835.6002604166666,840.23828125,830.5390625
23,42.98026315789475,47.45,11.25,1525.8852796052631,1525.90625,1525.8515625,830.1519325657895,832.59375,827.125
24,44.42222222222224,48.7,39.45,1525.8370225694443,1525.85546875,1525.8046875,844.3409288194445,853.56640625,841.18359375
25,44.22777777777779,47.7,37.45,1528.5677083333333,1532.96484375,1525.7421875,844.4752604166666,853.75,837.78125
