Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3333,0.1667,27.15,"[100, 0, 200, 0]",0.1111,0.3333,300
2,0.3333,0.1667,23.69,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,25.29,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,25.44,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,25.12,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,24.74,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,26.07,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.5933,0.5905,28.42,"[92, 8, 114, 86]",0.7588,0.5933,300
9,0.7767,0.7478,24.11,"[39, 61, 6, 194]",0.7961,0.7767,300
10,0.88,0.8724,25.34,"[65, 35, 1, 199]",0.8952,0.88,300
11,0.8867,0.8821,29.11,"[71, 29, 5, 195]",0.8918,0.8867,300
12,0.84,0.8436,26.43,"[89, 11, 37, 163]",0.86,0.84,300
13,0.94,0.9395,24.36,"[88, 12, 6, 194]",0.9399,0.94,300
