Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,44.46,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.6667,0.5333,23.05,"[0, 100, 0, 200]",0.4444,0.6667,300
3,0.6667,0.5333,43.13,"[0, 100, 0, 200]",0.4444,0.6667,300
4,0.7967,0.7928,35.11,"[63, 37, 24, 176]",0.7922,0.7967,300
5,0.7267,0.6549,44.12,"[18, 82, 0, 200]",0.8061,0.7267,300
6,0.7667,0.7235,44.09,"[31, 69, 1, 199]",0.8179,0.7667,300
7,0.7833,0.7483,21.04,"[36, 64, 1, 199]",0.8288,0.7833,300
8,0.7233,0.73,23.05,"[73, 27, 56, 144]",0.75,0.7233,300
9,0.8133,0.8095,44.12,"[65, 35, 21, 179]",0.8096,0.8133,300
10,0.8867,0.8817,44.08,"[70, 30, 4, 196]",0.8935,0.8867,300
11,0.87,0.8614,26.05,"[63, 37, 2, 198]",0.8848,0.87,300
12,0.8,0.7702,22.17,"[40, 60, 0, 200]",0.8462,0.8,300
13,0.85,0.8367,23.04,"[56, 44, 1, 199]",0.8734,0.85,300
14,0.8933,0.8954,22.04,"[94, 6, 26, 174]",0.9056,0.8933,300
15,0.92,0.9171,21.04,"[77, 23, 1, 199]",0.9267,0.92,300
