Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.7233,0.7005,56.86,"[38, 62, 21, 179]",0.7098,0.7233,300
2,0.5033,0.4923,30.84,"[84, 16, 133, 67]",0.6672,0.5033,300
3,0.3333,0.1667,26.85,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.4267,0.3566,48.89,"[96, 4, 168, 32]",0.7138,0.4267,300
5,0.3333,0.1667,31.73,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,36.46,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.6667,0.5333,34.07,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.3333,0.1667,31.87,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,27.68,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.87,0.8607,28.0,"[62, 38, 1, 199]",0.8878,0.87,300
11,0.87,0.8675,32.15,"[74, 26, 13, 187]",0.8688,0.87,300
12,0.84,0.8438,32.05,"[90, 10, 38, 162]",0.8623,0.84,300
13,0.9067,0.9073,56.74,"[89, 11, 17, 183]",0.9087,0.9067,300
