Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3333,0.1667,29.88,"[100, 0, 200, 0]",0.1111,0.3333,300
2,0.3333,0.1667,27.91,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,32.38,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,28.27,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,25.3,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,23.46,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,24.49,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,22.65,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,28.51,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.8767,0.8704,27.6,"[67, 33, 4, 196]",0.8852,0.8767,300
11,0.86,0.8497,54.45,"[60, 40, 2, 198]",0.8772,0.86,300
12,0.91,0.9073,29.31,"[77, 23, 4, 196]",0.9135,0.91,300
