Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,30.55,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.6667,0.5333,25.68,"[0, 100, 0, 200]",0.4444,0.6667,300
3,0.6667,0.5333,25.18,"[0, 100, 0, 200]",0.4444,0.6667,300
4,0.6667,0.5333,57.52,"[0, 100, 0, 200]",0.4444,0.6667,300
5,0.3333,0.1667,31.95,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.6667,0.5333,30.77,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.6667,0.5333,27.88,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.3333,0.1667,28.46,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.6667,0.5333,28.44,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.6667,0.5333,26.77,"[0, 100, 0, 200]",0.4444,0.6667,300
11,0.3333,0.1667,36.72,"[100, 0, 200, 0]",0.1111,0.3333,300
12,0.6667,0.5333,28.27,"[0, 100, 0, 200]",0.4444,0.6667,300
13,0.3333,0.1667,29.1,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.3333,0.1667,29.57,"[100, 0, 200, 0]",0.1111,0.3333,300
15,0.3333,0.1667,29.39,"[100, 0, 200, 0]",0.1111,0.3333,300
16,0.3333,0.1667,24.78,"[100, 0, 200, 0]",0.1111,0.3333,300
17,0.6667,0.5333,26.3,"[0, 100, 0, 200]",0.4444,0.6667,300
18,0.3333,0.1667,29.74,"[100, 0, 200, 0]",0.1111,0.3333,300
19,0.6667,0.5333,28.59,"[0, 100, 0, 200]",0.4444,0.6667,300
20,0.3333,0.1667,26.82,"[100, 0, 200, 0]",0.1111,0.3333,300
21,0.3333,0.1667,26.17,"[100, 0, 200, 0]",0.1111,0.3333,300
22,0.6667,0.5333,23.5,"[0, 100, 0, 200]",0.4444,0.6667,300
23,0.3333,0.1667,23.44,"[100, 0, 200, 0]",0.1111,0.3333,300
24,0.3333,0.1667,30.4,"[100, 0, 200, 0]",0.1111,0.3333,300
25,0.3333,0.1667,35.09,"[100, 0, 200, 0]",0.1111,0.3333,300
