Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,42.400000000000006,47.95,22.975,1020.021484375,1060.87890625,745.52734375,2796.4680989583335,3318.9765625,2711.98046875
2,43.498611111111124,49.7,9.5,1317.521267361111,1319.53125,1285.1875,1656.5746527777778,1760.234375,1643.20703125
3,43.225000000000016,48.85,18.25,1350.1328125,1355.11328125,1322.6328125,1476.1050575657894,1518.10546875,1464.9609375
4,43.23194444444445,49.175,4.5,1475.626953125,1489.3359375,1357.0625,1193.6558159722222,1425.0625,1167.16015625
5,44.1888888888889,48.95,16.0,1499.0753038194443,1501.3125,1489.25390625,1111.595486111111,1132.3984375,1068.65234375
6,36.18928571428572,46.95,0.0,1499.466331845238,1499.65625,1499.33984375,1088.1052827380952,1100.1484375,1040.76171875
7,35.97261904761905,47.95,0.0,1510.2267485119048,1510.34375,1508.2890625,1089.2449776785713,1104.1796875,1042.52734375
8,44.437500000000014,47.225,33.475,1508.43603515625,1508.45703125,1508.39453125,1075.2431640625,1081.48046875,1071.26171875
9,44.684375,48.7,33.95,1514.205810546875,1515.1015625,1509.0390625,1029.023193359375,1043.27734375,1025.4453125
10,44.25882352941178,46.2,42.45,1521.3288143382354,1521.89453125,1512.5703125,1015.2918198529412,1029.421875,1008.54296875
11,43.42500000000001,49.2,24.975,1524.7964638157894,1525.1640625,1521.8203125,1007.1058799342105,1017.4140625,1000.87890625
12,42.96805555555557,47.7,18.975,1522.9735243055557,1522.9921875,1522.9375,928.6935763888889,935.69921875,921.91015625
13,35.33214285714286,47.7,0.0,1524.8621651785713,1525.05078125,1522.73828125,926.3735119047619,942.06640625,883.03515625
14,44.62500000000001,47.2,38.2,1523.20068359375,1523.21875,1523.1640625,924.411865234375,928.921875,918.74609375
15,43.70972222222223,47.225,14.475,1525.6119791666667,1525.7421875,1523.6796875,920.8276909722222,933.609375,917.76171875
16,44.06805555555556,48.45,20.475,1523.3656684027778,1525.14453125,1523.10546875,945.853515625,952.75,943.25
17,36.21190476190477,47.95,0.0,1524.9105282738096,1525.03515625,1522.97265625,938.352306547619,956.78125,890.91796875
18,34.7404761904762,48.45,0.0,1523.0712425595239,1523.1015625,1523.0390625,942.0385044642857,955.640625,901.828125
19,43.04264705882354,49.45,13.975,1524.8534007352941,1524.9921875,1522.9296875,951.3290441176471,964.609375,947.265625
20,37.770238095238106,49.45,0.0,1523.2896205357142,1523.31640625,1523.25390625,945.104724702381,953.84765625,905.390625
21,44.959375,46.925,38.925,1525.037109375,1525.18359375,1523.12109375,936.38427734375,943.3125,934.81640625
22,37.5107142857143,48.7,22.975,1524.2626488095239,1524.28125,1524.2265625,949.0327380952381,961.11328125,938.8359375
23,45.4029411764706,49.45,37.2,1526.5425091911766,1526.68359375,1524.62109375,936.2649356617648,945.52734375,931.3046875
24,43.53970588235295,48.7,17.725,1528.0188419117646,1528.0390625,1527.984375,926.3405330882352,927.484375,925.80078125
25,44.176470588235304,47.95,20.225,1530.3628216911766,1532.32421875,1528.32421875,933.4067095588235,938.57421875,929.9609375
