Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3333,0.1667,35.41,"[100, 0, 200, 0]",0.1111,0.3333,300
2,0.3333,0.1667,27.9,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,24.02,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,29.69,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.3333,0.1667,24.75,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,23.67,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,24.13,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,26.09,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,26.36,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.4933,0.4499,23.15,"[99, 1, 151, 49]",0.7853,0.4933,300
11,0.8533,0.8487,32.88,"[68, 32, 12, 188]",0.853,0.8533,300
12,0.92,0.9178,27.23,"[79, 21, 3, 197]",0.9236,0.92,300
