Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.3333,0.1667,56.73,"[100, 0, 200, 0]",0.1111,0.3333,300
2,0.3333,0.1667,31.29,"[100, 0, 200, 0]",0.1111,0.3333,300
3,0.3333,0.1667,46.0,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,28.66,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.6667,0.5333,26.63,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.6667,0.5333,30.32,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.6667,0.5333,48.66,"[0, 100, 0, 200]",0.4444,0.6667,300
8,0.6667,0.5333,29.76,"[0, 100, 0, 200]",0.4444,0.6667,300
9,0.6667,0.5333,48.98,"[0, 100, 0, 200]",0.4444,0.6667,300
10,0.3333,0.1667,64.74,"[100, 0, 200, 0]",0.1111,0.3333,300
11,0.3333,0.1667,54.14,"[100, 0, 200, 0]",0.1111,0.3333,300
12,0.3333,0.1667,52.89,"[100, 0, 200, 0]",0.1111,0.3333,300
13,0.3333,0.1667,44.97,"[100, 0, 200, 0]",0.1111,0.3333,300
14,0.3333,0.1667,44.89,"[100, 0, 200, 0]",0.1111,0.3333,300
15,0.3333,0.1667,32.72,"[100, 0, 200, 0]",0.1111,0.3333,300
16,0.6667,0.5333,58.9,"[0, 100, 0, 200]",0.4444,0.6667,300
17,0.6667,0.5333,48.98,"[0, 100, 0, 200]",0.4444,0.6667,300
18,0.3333,0.1667,64.74,"[100, 0, 200, 0]",0.1111,0.3333,300
19,0.3333,0.1667,54.14,"[100, 0, 200, 0]",0.1111,0.3333,300
20,0.3333,0.1667,52.89,"[100, 0, 200, 0]",0.1111,0.3333,300
21,0.3333,0.1667,44.97,"[100, 0, 200, 0]",0.1111,0.3333,300
22,0.3333,0.1667,44.89,"[100, 0, 200, 0]",0.1111,0.3333,300
23,0.3333,0.1667,32.72,"[100, 0, 200, 0]",0.1111,0.3333,300
24,0.6667,0.5333,58.9,"[0, 100, 0, 200]",0.4444,0.6667,300
25,0.6667,0.5333,58.9,"[0, 100, 0, 200]",0.4444,0.6667,300
