Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.6667,0.5333,29.11,"[0, 100, 0, 200]",0.4444,0.6667,300
2,0.7233,0.649,26.38,"[17, 83, 0, 200]",0.8045,0.7233,300
3,0.3333,0.1667,55.17,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.67,0.6785,30.27,"[83, 17, 82, 118]",0.7504,0.67,300
5,0.3333,0.1667,34.28,"[100, 0, 200, 0]",0.1111,0.3333,300
6,0.3333,0.1667,27.74,"[100, 0, 200, 0]",0.1111,0.3333,300
7,0.3333,0.1667,27.32,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,24.11,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,26.41,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.9133,0.9102,22.43,"[76, 24, 2, 198]",0.9194,0.9133,300
