Round,Avg CPU (%),Peak CPU (%),Min CPU (%),Avg Memory (MB),Peak Memory (MB),Min Memory (MB),Avg Avail Mem (MB),Peak Avail Mem (MB),Min Avail Mem (MB)
1,45.20250000000001,53.45,19.225,1026.7611328125,1087.44140625,740.6328125,2865.4189453125,3399.82421875,2747.69921875
2,40.36833333333334,52.725,23.95,1325.6352864583334,1332.58984375,1300.484375,1743.1311197916666,1842.8359375,1675.3671875
3,41.61947674418601,59.75,16.725,1346.4060683139535,1362.64453125,1332.58203125,1543.3648255813953,1569.02734375,1520.5703125
4,36.368125,53.225,0.0,1474.684375,1494.671875,1362.5546875,1333.63798828125,1552.75,1233.77734375
5,40.84743589743589,57.475,0.0,1508.713641826923,1509.35546875,1503.296875,1237.1996193910256,1259.46484375,1223.57421875
6,43.49055555555556,61.2,14.25,1510.8800347222223,1513.8515625,1500.5703125,1135.6558159722222,1155.33984375,1124.3984375
7,48.27375000000002,53.4,38.2,1514.0799851190477,1514.1015625,1514.05078125,1073.5027901785713,1085.15625,1065.69921875
8,41.69523809523811,52.45,0.0,1514.0353422619048,1514.0625,1514.0078125,1058.5859375,1068.1640625,1023.31640625
9,24.842361111111117,56.975,0.0,1513.9778645833333,1514.015625,1513.9609375,956.4182942708334,997.19140625,884.19140625
10,48.82631578947369,52.7,36.95,1523.6700246710527,1523.69140625,1523.63671875,1017.6798930921053,1036.59375,1013.9921875
11,30.07865853658537,55.7,0.0,1522.0416349085365,1523.0078125,1514.90625,982.0399199695122,1023.52734375,865.34375
12,26.86282051282052,50.45,0.0,1522.9199719551282,1522.95703125,1522.90234375,824.5788261217949,878.87890625,734.69921875
13,41.94999999999999,58.15,13.5,1511.810546875,1512.0390625,1511.73046875,753.4586588541666,760.43359375,746.8515625
