round,layer_index,avg_diffs,std_dev,shape
9,16,2721510.96875,2031665.0515316168,"(32,)"
9,17,4563242.125,3302344.793044413,"(32,)"
9,18,166930.3840831163,216130.55176997272,"(4608, 200)"
9,19,111455.885,166721.44189990012,"(200,)"
9,20,148306.6125,295362.9303116038,"(200, 2)"
9,21,17054.0,0.0,"(2,)"
10,0,87393.1375,97885.02837479075,"(5, 5, 1, 32)"
10,1,44785.03125,50947.0607441467,"(32,)"
10,2,64130.65625,60581.50742883992,"(32,)"
10,3,99877.46875,96954.88263200839,"(32,)"
10,4,227737.375,402769.51879058185,"(32,)"
10,5,205000.34375,28346.112252839648,"(32,)"
10,6,154876.331640625,132249.91788633,"(5, 5, 32, 16)"
10,7,113846.25,92746.01939133291,"(16,)"
10,8,147714.0625,93163.40222793279,"(16,)"
10,9,182002.125,143169.55526659422,"(16,)"
10,10,1892020.5,1336932.222478434,"(16,)"
10,11,2501350.4375,1294531.911405961,"(16,)"
10,12,146209.38046875,117700.03186256508,"(5, 5, 16, 32)"
10,13,215623.75,168690.5725887268,"(32,)"
10,14,163047.125,119622.52150377819,"(32,)"
10,15,104310.8125,95481.99060144716,"(32,)"
10,16,2549983.40625,1741429.3644071142,"(32,)"
10,17,4164990.28125,2866120.46389148,"(32,)"
10,18,112560.91496310764,148323.66383421366,"(4608, 200)"
10,19,66334.605,107073.21692318287,"(200,)"
10,20,82741.73,195810.05035655625,"(200, 2)"
10,21,109429.0,0.0,"(2,)"
11,0,86914.98875,89804.98098932832,"(5, 5, 1, 32)"
11,1,42848.25,39992.830365266724,"(32,)"
11,2,67697.125,48458.42398305866,"(32,)"
11,3,47422.40625,43972.2846026757,"(32,)"
11,4,169567.0,225102.57888057947,"(32,)"
11,5,114846.8125,20183.075803810076,"(32,)"
11,6,143565.48109375,118259.67630144987,"(5, 5, 32, 16)"
11,7,102424.0625,80111.0592883941,"(16,)"
11,8,96397.5,68325.91028299586,"(16,)"
11,9,160583.6875,132129.9678747779,"(16,)"
11,10,2007245.125,1518671.98751779,"(16,)"
11,11,2699816.8125,1630292.63855221,"(16,)"
11,12,146375.417890625,114066.93376254935,"(5, 5, 16, 32)"
11,13,208973.21875,176415.02018548732,"(32,)"
11,14,161711.90625,129693.23897768326,"(32,)"
11,15,85534.28125,84717.56535108082,"(32,)"
11,16,2634918.8125,1431326.4312125929,"(32,)"
11,17,4459419.65625,2611387.0166121083,"(32,)"
11,18,95470.65412434896,131182.55854529268,"(4608, 200)"
11,19,51463.945,80549.15413082855,"(200,)"
11,20,77989.195,169675.52942471395,"(200, 2)"
11,21,3352.5,0.5,"(2,)"
12,0,86914.98875,89804.98098932832,"(5, 5, 1, 32)"
12,1,42848.25,39992.830365266724,"(32,)"
12,2,67697.125,48458.42398305866,"(32,)"
12,3,47422.40625,43972.2846026757,"(32,)"
12,4,169567.0,225102.57888057947,"(32,)"
12,5,114846.8125,20183.075803810076,"(32,)"
12,6,143565.48109375,118259.67630144987,"(5, 5, 32, 16)"
12,7,102424.0625,80111.0592883941,"(16,)"
12,8,96397.5,68325.91028299586,"(16,)"
12,9,160583.6875,132129.9678747779,"(16,)"
12,10,2007245.125,1518671.98751779,"(16,)"
12,11,2699816.8125,1630292.63855221,"(16,)"
12,12,146375.417890625,114066.93376254935,"(5, 5, 16, 32)"
12,13,208973.21875,176415.02018548732,"(32,)"
12,14,161711.90625,129693.23897768326,"(32,)"
12,15,85534.28125,84717.56535108082,"(32,)"
12,16,2634918.8125,1431326.4312125929,"(32,)"
12,17,4459419.65625,2611387.0166121083,"(32,)"
12,18,95470.65412434896,131182.55854529268,"(4608, 200)"
12,19,51463.945,80549.15413082855,"(200,)"
12,20,77989.195,169675.52942471395,"(200, 2)"
12,21,3352.5,0.5,"(2,)"
13,0,86914.98875,89804.98098932832,"(5, 5, 1, 32)"
13,1,42848.25,39992.830365266724,"(32,)"
13,2,67697.125,48458.42398305866,"(32,)"
13,3,47422.40625,43972.2846026757,"(32,)"
13,4,169567.0,225102.57888057947,"(32,)"
13,5,114846.8125,20183.075803810076,"(32,)"
13,6,143565.48109375,118259.67630144987,"(5, 5, 32, 16)"
13,7,102424.0625,80111.0592883941,"(16,)"
13,8,96397.5,68325.91028299586,"(16,)"
13,9,160583.6875,132129.9678747779,"(16,)"
13,10,2007245.125,1518671.98751779,"(16,)"
13,11,2699816.8125,1630292.63855221,"(16,)"
13,12,146375.417890625,114066.93376254935,"(5, 5, 16, 32)"
13,13,208973.21875,176415.02018548732,"(32,)"
13,14,161711.90625,129693.23897768326,"(32,)"
13,15,85534.28125,84717.56535108082,"(32,)"
13,16,2634918.8125,1431326.4312125929,"(32,)"
13,17,4459419.65625,2611387.0166121083,"(32,)"
13,18,95470.65412434896,131182.55854529268,"(4608, 200)"
13,19,51463.945,80549.15413082855,"(200,)"
13,20,77989.195,169675.52942471395,"(200, 2)"
13,21,3352.5,0.5,"(2,)"
14,0,86914.98875,89804.98098932832,"(5, 5, 1, 32)"
14,1,42848.25,39992.830365266724,"(32,)"
14,2,67697.125,48458.42398305866,"(32,)"
14,3,47422.40625,43972.2846026757,"(32,)"
14,4,169567.0,225102.57888057947,"(32,)"
14,5,114846.8125,20183.075803810076,"(32,)"
14,6,143565.48109375,118259.67630144987,"(5, 5, 32, 16)"
14,7,102424.0625,80111.0592883941,"(16,)"
14,8,96397.5,68325.91028299586,"(16,)"
14,9,160583.6875,132129.9678747779,"(16,)"
14,10,2007245.125,1518671.98751779,"(16,)"
14,11,2699816.8125,1630292.63855221,"(16,)"
14,12,146375.417890625,114066.93376254935,"(5, 5, 16, 32)"
14,13,208973.21875,176415.02018548732,"(32,)"
14,14,161711.90625,129693.23897768326,"(32,)"
14,15,85534.28125,84717.56535108082,"(32,)"
14,16,2634918.8125,1431326.4312125929,"(32,)"
14,17,4459419.65625,2611387.0166121083,"(32,)"
14,18,95470.65412434896,131182.55854529268,"(4608, 200)"
14,19,51463.945,80549.15413082855,"(200,)"
14,20,77989.195,169675.52942471395,"(200, 2)"
14,21,3352.5,0.5,"(2,)"
15,0,86914.98875,89804.98098932832,"(5, 5, 1, 32)"
15,1,42848.25,39992.830365266724,"(32,)"
15,2,67697.125,48458.42398305866,"(32,)"
15,3,47422.40625,43972.2846026757,"(32,)"
15,4,169567.0,225102.57888057947,"(32,)"
15,5,114846.8125,20183.075803810076,"(32,)"
15,6,143565.48109375,118259.67630144987,"(5, 5, 32, 16)"
15,7,102424.0625,80111.0592883941,"(16,)"
15,8,96397.5,68325.91028299586,"(16,)"
15,9,160583.6875,132129.9678747779,"(16,)"
15,10,2007245.125,1518671.98751779,"(16,)"
15,11,2699816.8125,1630292.63855221,"(16,)"
15,12,146375.417890625,114066.93376254935,"(5, 5, 16, 32)"
15,13,208973.21875,176415.02018548732,"(32,)"
15,14,161711.90625,129693.23897768326,"(32,)"
15,15,85534.28125,84717.56535108082,"(32,)"
15,16,2634918.8125,1431326.4312125929,"(32,)"
15,17,4459419.65625,2611387.0166121083,"(32,)"
15,18,95470.65412434896,131182.55854529268,"(4608, 200)"
15,19,51463.945,80549.15413082855,"(200,)"
15,20,77989.195,169675.52942471395,"(200, 2)"
15,21,3352.5,0.5,"(2,)"
16,0,86914.98875,89804.98098932832,"(5, 5, 1, 32)"
16,1,42848.25,39992.830365266724,"(32,)"
16,2,67697.125,48458.42398305866,"(32,)"
16,3,47422.40625,43972.2846026757,"(32,)"
16,4,169567.0,225102.57888057947,"(32,)"
16,5,114846.8125,20183.075803810076,"(32,)"
16,6,143565.48109375,118259.67630144987,"(5, 5, 32, 16)"
16,7,102424.0625,80111.0592883941,"(16,)"
16,8,96397.5,68325.91028299586,"(16,)"
16,9,160583.6875,132129.9678747779,"(16,)"
16,10,2007245.125,1518671.98751779,"(16,)"
16,11,2699816.8125,1630292.63855221,"(16,)"
16,12,146375.417890625,114066.93376254935,"(5, 5, 16, 32)"
16,13,208973.21875,176415.02018548732,"(32,)"
16,14,161711.90625,129693.23897768326,"(32,)"
16,15,85534.28125,84717.56535108082,"(32,)"
16,16,2634918.8125,1431326.4312125929,"(32,)"
16,17,4459419.65625,2611387.0166121083,"(32,)"
16,18,95470.65412434896,131182.55854529268,"(4608, 200)"
16,19,51463.945,80549.15413082855,"(200,)"
16,20,77989.195,169675.52942471395,"(200, 2)"
16,21,3352.5,0.5,"(2,)"
