Round,Accuracy,F1 Score,Round Duration (s),Confusion Matrix,Precision,Recall,Support
1,0.74,0.7261,29.18,"[46, 54, 24, 176]",0.7292,0.74,300
2,0.5367,0.5278,24.78,"[88, 12, 127, 73]",0.709,0.5367,300
3,0.3333,0.1667,24.5,"[100, 0, 200, 0]",0.1111,0.3333,300
4,0.3333,0.1667,25.07,"[100, 0, 200, 0]",0.1111,0.3333,300
5,0.6667,0.5333,25.55,"[0, 100, 0, 200]",0.4444,0.6667,300
6,0.6667,0.5333,26.3,"[0, 100, 0, 200]",0.4444,0.6667,300
7,0.3333,0.1667,22.53,"[100, 0, 200, 0]",0.1111,0.3333,300
8,0.3333,0.1667,26.27,"[100, 0, 200, 0]",0.1111,0.3333,300
9,0.3333,0.1667,24.21,"[100, 0, 200, 0]",0.1111,0.3333,300
10,0.84,0.8336,24.2,"[64, 36, 12, 188]",0.8402,0.84,300
11,0.8267,0.8108,30.73,"[52, 48, 4, 196]",0.845,0.8267,300
12,0.8933,0.8876,25.52,"[69, 31, 1, 199]",0.9054,0.8933,300
13,0.9033,0.8997,29.32,"[74, 26, 3, 197]",0.9093,0.9033,300
14,0.9233,0.9224,24.41,"[84, 16, 7, 193]",0.9233,0.9233,300
